Company Name,Exchange:Ticker,Ticker,Company Type,Primary Exchange,Secondary Listings,Geographic Locations,Market Cap USDmm Latest,Security Tickers,Primary Sector,Industry Classifications,Headquarters Country/Region,CIK,Equity Currency
Erie Indemnity Company,NasdaqGS:ERIE,ERIE,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),13014.9,NasdaqGS:ERIE; DB:EI2,Financials,Financials (Primary); Insurance (Primary); Insurance (Primary); Property and Casualty Insurance (Primary); Advertising; Communication Services; Media; Media and Entertainment,United States,0000922621,US Dollar
Avery Dennison Corporation,NYSE:AVY,AVY,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),12878.2,NYSE:AVY; BASE:AVY; BASE:AVYD; BIT:1AVY; BMV:AVY *; BOVESPA:A1VY34; DB:AV3; LSE:0HJR,Materials,"Containers and Packaging (Primary); Converted Paper And Paperboard Products (Primary); Materials (Primary); Materials (Primary); Paper and Plastic Packaging Products and Materials (Primary); Advertising; Chemicals; Commercial and Professional Services; Commercial Services and Supplies; Commodity Chemicals; Communication Services; Communications Equipment; Communications Equipment; Films; Health Care; Health Care Equipment and Services; Health Care Equipment and Supplies; Health Care Supplies; Industrials; Information Technology; Mailing, Packing and Labeling Supplies; Media; Media and Entertainment; Office Products; Office Services and Supplies; Plastic and Synthetic Resins; Polymers; Printers; RFID Systems; Specialty Chemicals; Technology Hardware and Equipment; Technology Hardware, Storage and Peripherals; Technology Hardware, Storage and Peripherals",United States,0000008818,US Dollar
"Solstice Advanced Materials, Inc.",NasdaqGS:SOLS,SOLS,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),12870.4,NasdaqGS:SOLS; DB:A8E,Materials,"Chemicals (Primary); Materials (Primary); Materials (Primary); Specialty Chemicals (Primary); Commodity Chemicals; Health Care; Industrial Organic Chemicals; Life Sciences Tools and Services; Life Sciences Tools and Services; Pharmaceuticals, Biotechnology and Life Sciences",United States,0002064953,US Dollar
"Best Buy Co., Inc.",NYSE:BBY,BBY,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),12860.4,NYSE:BBY; BIT:1BBY; BMV:BBY *; BOVESPA:BBYY34; DB:BUY; LSE:0R18,Consumer Discretionary,"Computer and Computer Software Stores (Primary); Computer and Electronics Retail (Primary); Consumer Discretionary (Primary); Consumer Discretionary Distribution and Retail (Primary); Consumer Electronics Stores (Primary); Online Computer Hardware and Software Retail (Primary); Online Consumer Electronics Retail (Primary); Specialty Retail (Primary); Apparel Retail; Appliance Stores; Beverage Retail; Broadline Retail; Broadline Retail; Commercial and Professional Services; Commercial Services and Supplies; Consumer Services; Consumer Staples; Consumer Staples Distribution and Retail; Consumer Staples Distribution and Retail; Diversified Consumer Services; Diversified Support Services; Food Retail; Hobbies, Games and Toy Stores; Home Improvement Retail; Homefurnishing Retail; Housewares Stores; Industrials; Information Technology; IT Consulting and Other Services; IT Services; Leisure Equipment Stores; Luggage and Leather Goods Stores; Online Apparel and Accessory Retail; Online Appliance Retail; Online Beverage Retail; Online Food Retail; Online Hobbies, Games and Toy Retail; Online Housewares Retail; Online Leisure Equipment Retail; Online Luggage and Leather Goods Retail; Online Music Retail; Online Specialty Retail; Online Sporting and Recreational Good Retail; Online Video Retail; Other Specialty Retail; Software and Services; Specialized Consumer Services; Sporting and Recreational Good Stores; Video Stores",United States,0000764478,US Dollar
"Coca-Cola Consolidated, Inc.",NasdaqGS:COKE,COKE,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),12824.9,NasdaqGS:COKE; BIT:1COKE; DB:CC5; LSE:0I0T,Consumer Staples,"Beverages (Primary); Bottled Water (Primary); Consumer Staples (Primary); Drink Mixes (Primary); Food, Beverage and Tobacco (Primary); Juices (Primary); Non-Carbonated Drinks (Primary); Soda and other Carbonated Drinks (Primary); Soft Drinks and Non-alcoholic Beverages (Primary); Beverage Distribution; Consumer Staples Distribution and Retail; Consumer Staples Distribution and Retail; Food Distributors; Non-Alcoholic Beverage Distribution",United States,0000021327; 0000317540,US Dollar
Generac Holdings Inc.,NYSE:GNRC,GNRC,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),12813.6,NYSE:GNRC; BIT:1GNRC; BMV:GNRC *; DB:G84; LSE:0ADP,Industrials,Batteries (Primary); Capital Goods (Primary); Electrical Components and Equipment (Primary); Electrical Equipment (Primary); Industrials (Primary); Storage Batteries (Primary); Application Software; Engines and Turbines; Generators; Heavy Electrical Equipment; Information Technology; Motors and Generators; Portable Generators; Power Generation Equipment; Software; Software and Services,United States,0001474735,US Dollar
"Corebridge Financial, Inc.",NYSE:CRBG,CRBG,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),12783.9,NYSE:CRBG; DB:AS5; MUN:AS5,Financials,Diversified Financial Services (Primary); Financial Services (Primary); Financial Services (Primary); Financials (Primary); Asset Management and Custody Banks; Capital Markets; Insurance; Insurance; Investment Advice; Investment Banking and Brokerage; Life and Health Insurance; Life Insurance; Securities and Commodities Markets Services; Security Brokers and Dealers,United States,0000054727; 0001889539,US Dollar
"Globus Medical, Inc.",NYSE:GMED,GMED,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),12765.2,NYSE:GMED; BMV:GMED *; BOVESPA:G2ME34; DB:GM0N,Health Care,"Health Care (Primary); Health Care Equipment (Primary); Health Care Equipment and Services (Primary); Health Care Equipment and Supplies (Primary); Orthopedic Devices (Primary); Therapeutic Devices (Primary); Biotechnology; Biotechnology; Health Care Distributors; Health Care Providers and Services; Health Care Technology; Health Care Technology; Healthcare Industry Software; Orthobiological Products; Pharmaceuticals, Biotechnology and Life Sciences",United States,0001237831,US Dollar
Paramount Skydance Corporation,NasdaqGS:PSKY,PSKY,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),12706.8,NasdaqGS:PSKY; BMV:PSKY *; BOVESPA:PSKY34; BST:63G; BVL:PSKY; DB:63G,Communication Services,Broadcasting (Primary); Communication Services (Primary); Media (Primary); Media and Entertainment (Primary); Television (Primary); Television Broadcasting Stations (Primary); Television Content and Programming (Primary); Television Networks (Primary); Web Broadcasts And Cybercasts (Primary); Advertising; Cable And Other Pay Television; Cable and Satellite; Cable Broadcasting; Cable Networks; Entertainment; Entertainment Production Companies; Entertainment Venues; Financial Services; Financial Services; Financials; Interactive Media and Services; Interactive Media and Services; Investment Services and Holding Companies; Motion Picture and Video Production Companies; Movies and Entertainment; Multi-Sector Holdings; Multimedia Streaming Services; Online Entertainment; Online Services; Patent Owners and Lessors; Television Production Companies,United States,0000106413; 0000813828; 0002041610,US Dollar
"Pinterest, Inc.",NYSE:PINS,PINS,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),12681.8,NYSE:PINS; BASE:PINS; BMV:PINS *; BOVESPA:P2IN34; DB:2U9,Communication Services,Communication Services (Primary); Interactive Media and Services (Primary); Interactive Media and Services (Primary); Media and Entertainment (Primary); Online Services (Primary); Advertising; Media,United States,0001506293,US Dollar
"The Cooper Companies, Inc.",NasdaqGS:COO,COO,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),12672.7,NasdaqGS:COO; BIT:1COO; BMV:COO *; BOVESPA:C1OO34; DB:CP60; LSE:0I3I,Health Care,"Contact Lenses (Primary); Health Care (Primary); Health Care Equipment and Services (Primary); Health Care Equipment and Supplies (Primary); Health Care Supplies (Primary); Medical Consumables (Primary); Optical Healthcare (Primary); Surgical Sets and Instruments (Primary); Health Care Equipment; Medical Equipment; Medical Testing, Analyzing, and Diagnostic Equipment",United States,0000711404,US Dollar
"BJ's Wholesale Club Holdings, Inc.",NYSE:BJ,BJ,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),12573.4,NYSE:BJ; DB:8BJ,Consumer Staples,Consumer Staples (Primary); Consumer Staples Distribution and Retail (Primary); Consumer Staples Distribution and Retail (Primary); Consumer Staples Merchandise Retail (Primary); Warehouse Clubs (Primary); Automotive Retail; Consumer Discretionary; Consumer Discretionary Distribution and Retail; Food Retail; Gasoline Service Stations; Gasoline Service Stations with Convenience Stores; Oil and Gas Retail; Online Food Retail; Online Grocery Retail; Online Specialty Retail; Other Specialty Retail; Specialty Retail,United States,0001531152,US Dollar
Unum Group,NYSE:UNM,UNM,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),12557.7,NYSE:UNM; BOVESPA:U1NM34; DB:UUM; LSE:0LJN; MUN:UUM,Financials,Financials (Primary); Health and Medical Insurance (Primary); Insurance (Primary); Insurance (Primary); Life and Health Insurance (Primary); Life Insurance (Primary); Accident Insurance; Casualty; Disability Insurance; Property and Casualty Insurance; Reinsurance,United States,0000005513; 0001004316,US Dollar
"Domino's Pizza, Inc.",NasdaqGS:DPZ,DPZ,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),12523.1,NasdaqGS:DPZ; WBAG:DPZ; BIT:1DPZ; BMV:DPZ *; BOVESPA:D2PZ34; DB:EZV; LSE:0A7E,Consumer Discretionary,"Consumer Discretionary (Primary); Consumer Services (Primary); Fast-Food Restaurants (Primary); Hotels, Restaurants and Leisure (Primary); Limited Service Restaurants (Primary); Restaurants (Primary); Beverages; Bread and Bakery Products; Bread, Biscuits and Cookies; Consumer Staples; Desserts and Dessert Toppings; Financial Services; Financial Services; Financials; Food Products; Food, Beverage and Tobacco; Investment Services and Holding Companies; Multi-Sector Holdings; Packaged Foods and Meats; Pasta; Patent Owners and Lessors; Prepared and Preserved Foods; Sandwiches and Filled Rolls; Soft Drinks and Non-alcoholic Beverages",United States,0001076499; 0001286681,US Dollar
Pinnacle West Capital Corporation,NYSE:PNW,PNW,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),12520.1,NYSE:PNW; BMV:PNW *; BOVESPA:P1NW34; DB:PWC; LSE:0KIT,Utilities,Electric Power Distribution (Primary); Electric Power Generation By Fossil Fuels (Primary); Electric Power Generation By Nuclear Fuels (Primary); Electric Power Transmission and Control (Primary); Electric Utilities (Primary); Electric Utilities (Primary); Utilities (Primary); Utilities (Primary); Electric Power By Solar Energy; Independent Power and Renewable Electricity Producers; Renewable Electricity,United States,0000764622,US Dollar
AGNC Investment Corp.,NasdaqGS:AGNC,AGNC,Public Company,Nasdaq Global Select (NasdaqGS),"NasdaqGS:AGNC.M
Company: AGNC Investment Corp.
(IQT604619733) - Nasdaq Global Select (NasdaqGS)

NasdaqGS:AGNC.O
Company: AGNC Investment Corp.
(IQT638657659) - Nasdaq Global Select (NasdaqGS)

NasdaqGS:AGNC.P
Company: AGNC Investment Corp.
(IQT652254221) - Nasdaq Global Select (NasdaqGS)

NasdaqGS:AGNC.L
Company: AGNC Investment Corp.
(IQT1799845156) - Nasdaq Global Select (NasdaqGS)

NasdaqGS:AGNC.Z
Company: AGNC Investment Corp.
(IQT1959280879) - Nasdaq Global Select (NasdaqGS)",United States of America (Primary),12465.1,NasdaqGS:AGNC; NasdaqGS:AGNC.N; NasdaqGS:AGNC.M; NasdaqGS:AGNC.O; NasdaqGS:AGNC.P; NasdaqGS:AGNC.L; NasdaqGS:AGNC.Z; BMV:AGNC *; DB:4OQ1; LSE:0H6E,Financials,Financial Services (Primary); Financials (Primary); Mortgage Real Estate Investment Trusts (REITs) (Primary); Mortgage REITs (Primary),United States,0001423689,US Dollar
"Dycom Industries, Inc.",NYSE:DY,DY,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),12438.2,NYSE:DY; DB:DYI,Industrials,"Capital Goods (Primary); Construction and Engineering (Primary); Construction and Engineering (Primary); Construction Support Services (Primary); Engineering and Surveying Services (Primary); Engineering Services (Primary); Heavy Construction (Primary); Industrials (Primary); Power and Communication Transmission Lines (Primary); Specialty Contract Work (Primary); Water, Sewer and Pipeline Construction (Primary)",United States,0000067215,US Dollar
Hecla Mining Company,NYSE:HL,HL,Public Company,New York Stock Exchange (NYSE),"NYSE:HL.PRB
Company: Hecla Mining Company
(IQT2618165) - New York Stock Exchange (NYSE)",United States of America (Primary),12358.5,NYSE:HL; NYSE:HL.PRB; SWX:HL; SWX:HL; WBAG:HLMI; XTRA:HCL; BASE:HL; BASE:HLD; BIT:1HL; BMV:HL *; DB:HCL; LSE:0R0A,Materials,Materials (Primary); Materials (Primary); Metals and Mining (Primary); Silver (Primary); Silver Ores (Primary); Chemical And Fertilizer Mineral Mining; Diversified Metal Ores; Diversified Metals and Mining; Gold; Gold Ores; Lead Ores; Zinc Ores,United States,0000719413,US Dollar
"Kratos Defense & Security Solutions, Inc.",NasdaqGS:KTOS,KTOS,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),12281.0,NasdaqGS:KTOS; BIT:1KTOS; BMV:KTOS *; DB:WF5A; LSE:0JS0,Industrials,"Aerospace and Defense (Primary); Aerospace and Defense (Primary); Aerospace and Defense Maintenance and Services (Primary); Aircraft Engines and Engine Parts (Primary); Aircraft Propulsion Systems (Primary); Aircraft Systems, Components and Equipment (Primary); Capital Goods (Primary); Command, Control and Communication Equipment (Primary); Defense Electronics (Primary); Guided Missiles and Components (Primary); Industrials (Primary); Application Software; Electronic Equipment and Instruments; Electronic Equipment, Instruments and Components; Enterprise Software; Industry Specific Software; Information Technology; Security, Control, Surveillance and Detection Equipment; Software; Software and Services; Technology Hardware and Equipment",United States,0001069258,US Dollar
"Ionis Pharmaceuticals, Inc.",NasdaqGS:IONS,IONS,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),12239.1,NasdaqGS:IONS; BIT:1IONS; BMV:IONS *; DB:ISI; LSE:0JDI,Health Care,"Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals, Biotechnology and Life Sciences (Primary); Anti-infective Drugs; Cardiovascular Drugs; Central Nervous System Drugs; Oncology Drugs; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals",United States,0000874015,US Dollar
Aramark,NYSE:ARMK,ARMK,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),12135.1,NYSE:ARMK; BMV:ARMK *; DB:0AK; LSE:0HHB,Consumer Discretionary,"Beverage and Tobacco Bars (Primary); Catering Services (Primary); Consumer Discretionary (Primary); Consumer Services (Primary); Food Service Contractors (Primary); Full Service Restaurants (Primary); Hotels, Restaurants and Leisure (Primary); Restaurants (Primary); Tea and Coffee Shops (Primary); Capital Goods; Commercial and Professional Services; Commercial Services and Supplies; Construction and Engineering; Construction and Engineering; Construction Management Services; Construction Support Services; Consumer Rental and Leasing Services; Consumer Staples; Consumer Staples Distribution and Retail; Consumer Staples Distribution and Retail; Convenience Stores; Diversified Consumer Services; Domestic Cleaning and Household Services; Environmental and Facilities Services; Food Retail; Grocery Stores; Hotels, Resorts and Cruise Lines; Housekeeping; Industrials; Laundry, Cleaning, and Garment Services; Leisure Facilities; Lodging; Specialized Consumer Services",United States,0001396508; 0001584509,US Dollar
Globe Life Inc.,NYSE:GL,GL,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),11992.2,NYSE:GL; BOVESPA:G1LL34; DB:TMJ; LSE:0ADQ,Financials,Financials (Primary); Health and Medical Insurance (Primary); Insurance (Primary); Insurance (Primary); Life and Health Insurance (Primary); Life Insurance (Primary); Accident Insurance; Asset Management and Custody Banks; Capital Markets; Casualty; Financial Services; Property and Casualty Insurance,United States,0000320335,US Dollar
Service Corporation International,NYSE:SCI,SCI,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),11981.3,NYSE:SCI; BMV:SCI *; DB:SVC,Consumer Discretionary,Cemeteries (Primary); Cemeteries and Funeral Home Services (Primary); Consumer Discretionary (Primary); Consumer Services (Primary); Crematories (Primary); Diversified Consumer Services (Primary); Funeral Homes and Crematories (Primary); Funeral Homes and Funeral Services (Primary); Specialized Consumer Services (Primary); Cemetery Sub Dividers And Developers; Land Sub Dividers And Developers; Real Estate; Real Estate Development; Real Estate Management and Development; Real Estate Management and Development,United States,0000089089,US Dollar
Hormel Foods Corporation,NYSE:HRL,HRL,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),11974.2,NYSE:HRL; WBAG:HRL; BIT:1HRL; BMV:HRL *; BOVESPA:H1RL34; DB:HO7; LSE:0J5Z,Consumer Staples,"Bread and Bakery Products (Primary); Bread, Biscuits and Cookies (Primary); Consumer Staples (Primary); Desserts and Dessert Toppings (Primary); Food Products (Primary); Food, Beverage and Tobacco (Primary); Frozen Foods (Primary); Meat Products (Primary); Meats, Meat Processing And Meat Related Products (Primary); Packaged Foods and Meats (Primary); Peanut Butter (Primary); Prepared and Preserved Foods (Primary); Preserves, Jams, Jellies and Nut Spreads (Primary); Snack Food (Primary); Tortillas (Primary); Turkey (Primary); Beverages; Drink Mixes; Household and Personal Products; Personal Care Products; Personal Care Products; Soft Drinks and Non-alcoholic Beverages; Vitamins and Nutritional Supplements",United States,0000048465,US Dollar
Solventum Corporation,NYSE:SOLV,SOLV,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),11958.0,NYSE:SOLV; BIT:1SOLV; BMV:SOLV *; BST:KB7; DB:KB7; LSE:0AD1,Health Care,Health Care (Primary); Health Care Equipment and Services (Primary); Health Care Equipment and Supplies (Primary); Health Care Supplies (Primary); Medical Consumables (Primary); Medical Instruments (Primary); Stethoscopes (Primary); Surgical Sets and Instruments (Primary); Cosmetic Dental Implants and Supplies; Dental Care Equipment; Health Care Equipment; Health Care Technology; Health Care Technology; Healthcare Industry Software; Medical Equipment; Periodontal Equipment; Surgical and Laboratory Sterilizers,United States,0001964738,US Dollar
"Advanced Drainage Systems, Inc.",NYSE:WMS,WMS,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),11919.6,NYSE:WMS; BMV:WMS *; DB:6DA,Industrials,"Building Products (Primary); Building Products (Primary); Capital Goods (Primary); Industrials (Primary); Plumbing Accessories (Primary); Plumbing Fixtures and Equipment (Primary); Plumbing Pipes (Primary); Commercial and Professional Services; Commercial Services and Supplies; Consumer Discretionary; Consumer Durables and Apparel; Environmental and Facilities Services; Textile Mill Products; Textiles; Textiles, Apparel and Luxury Goods",United States,0001604028,US Dollar
"Madrigal Pharmaceuticals, Inc.",NasdaqGS:MDGL,MDGL,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),11899.9,NasdaqGS:MDGL; BIT:1MDGL; DB:YDO1; LSE:0JXI,Health Care,"Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals, Biotechnology and Life Sciences (Primary); Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals",United States,0001157601; 0001673226,US Dollar
"Bitmine Immersion Technologies, Inc.",NYSE:BMNR,BMNR,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),11827.8,NYSE:BMNR; BASE:BMNR; BASE:BMNRD; BMV:BMNR *; BST:Y6G0,Information Technology,"Application Software (Primary); Information Technology (Primary); Software (Primary); Software and Services (Primary); Co-location/Data Centers; Electronic Equipment, Instruments and Components; Financial Services; Financial Services; Financials; Internet Services and Infrastructure; IT Services; Specialized Finance; Technology Distributors; Technology Hardware and Equipment",United States,0001020180; 0001829311,US Dollar
Stifel Financial Corp.,NYSE:SF,SF,Public Company,New York Stock Exchange (NYSE),"NYSE:SF.PRD
Company: Stifel Financial Corp.
(IQT1674351680) - New York Stock Exchange (NYSE)",United States of America (Primary),11825.3,NYSE:SF; NYSE:SF.PRD; DB:2SI,Financials,Capital Markets (Primary); Debt Underwriting Services (Primary); Equity Underwriting Services (Primary); Financial Services (Primary); Financials (Primary); Investment Banking (Primary); Investment Banking and Brokerage (Primary); Merger and Acquisition Advisory Services (Primary); Private Placement Advisory Services (Primary); Securities and Commodities Markets Services (Primary); Security Brokers and Dealers (Primary); Security Underwriting Services (Primary); Asset Management and Custody Banks; Banks; Banks; Regional Banks; Regional Commercial Banks,United States,0000720672,US Dollar
The Clorox Company,NYSE:CLX,CLX,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),11808.3,NYSE:CLX; BIT:1CLX; BMV:CLX *; BOVESPA:CLXC34; DB:CXX; LSE:0I0J,Consumer Staples,"Animal Care Products (Primary); Cat Litter (Primary); Cleaning Products (Primary); Cleaning Rags, Cloths, and Wipes (Primary); Consumer Staples (Primary); Household and Personal Products (Primary); Household Disinfectants (Primary); Household Products (Primary); Household Products (Primary); Laundry Products (Primary); Consumer Discretionary; Consumer Durables and Apparel; Containers and Packaging; Food Products; Food, Beverage and Tobacco; Health Care; Household Appliances; Household Durables; Materials; Materials; Metal, Glass and Plastic Containers; Packaged Foods and Meats; Personal Care Products; Personal Care Products; Pharmaceuticals; Pharmaceuticals; Pharmaceuticals, Biotechnology and Life Sciences; Plastic Bags; Plastic Packaging; Sauces And Salad Dressings; Seasonings and Preservatives; Water Appliances; Water Treatment Appliances",United States,0000021076,US Dollar
"Stanley Black & Decker, Inc.",NYSE:SWK,SWK,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),11803.3,NYSE:SWK; WBAG:SWK; BIT:1SWK; BMV:SWK *; BOVESPA:S1WK34; BVL:SWK; DB:SWF; LSE:0L9E,Industrials,"Capital Goods (Primary); Industrial Machinery and Supplies and Components (Primary); Industrials (Primary); Machinery (Primary); Metalworking Machinery and Equipment (Primary); Bolts, Nuts, Screws, Rivets, and Washers; Building Products; Building Products; Construction Machinery and Heavy Transportation Equipment; Consumer Discretionary; Consumer Durables and Apparel; Electronic Equipment and Instruments; Electronic Equipment, Instruments and Components; Floor Care Equipment; Hand and Edge Tools; Hardware Tools and Equipment; Household Appliances; Household Durables; Information Technology; Lawn and Garden Equipment; Measuring, Analyzing, and Controlling Instruments; Paint Brushes, Rollers and Paint Trays; Power-Driven Hand Tools; Saw Blades and Handsaws; Screw Machine Products; Technology Hardware and Equipment; Vacuum Cleaners",United States,0000093556,US Dollar
Antero Resources Corporation,NYSE:AR,AR,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),11785.7,NYSE:AR; BMV:AR *; DB:7A6; LSE:0A71,Energy,"Energy (Primary); Energy (Primary); Oil and Gas Exploration and Production (Primary); Oil and Gas Production (Primary); Oil, Gas and Consumable Fuels (Primary); Natural Gas Liquids; Oil and Gas Refining and Marketing; Oil and Gas Refining and Marketing; Petroleum and Petroleum Products",United States,0001219239; 0001292391; 0001433270,US Dollar
First Horizon Corporation,NYSE:FHN,FHN,Public Company,New York Stock Exchange (NYSE),"NYSE:FHN.PRF
Company: First Horizon Corporation
(IQT713061383) - New York Stock Exchange (NYSE)",United States of America (Primary),11762.0,NYSE:FHN; NYSE:FHN.PRF; BIT:1FHN; DB:FT2,Financials,Banks (Primary); Banks (Primary); Financials (Primary); National and State Commercial Banks (Primary); Regional Banks (Primary); State Commercial Banks (Primary); Asset Management and Custody Banks; Capital Goods; Capital Markets; Consumer Finance; Consumer Finance; Credit Card and Check Validation Services; Financial Services; Financial Services; Holding Companies; Industrials; Investment Banking; Investment Banking and Brokerage; Investment Services and Holding Companies; Loan Syndication Services; Machinery Rental and Leasing; Multi-Sector Holdings; Offices Of Bank Holding Companies; Personal Credit Agencies; Securities and Commodities Markets Services; Security Underwriting Services; Trading Companies and Distributors; Trading Companies and Distributors,United States,0000036966,US Dollar
"Saia, Inc.",NasdaqGS:SAIA,SAIA,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),11729.8,NasdaqGS:SAIA; BMV:SAIA *; DB:SQR,Industrials,Cargo Ground Transportation (Primary); Ground Transportation (Primary); Industrials (Primary); Road Transportation of Freight (Primary); Transportation (Primary); Air Freight and Logistics; Air Freight and Logistics,United States,0001177702,US Dollar
"Exelixis, Inc.",NasdaqGS:EXEL,EXEL,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),11697.1,NasdaqGS:EXEL; BIT:1EXEL; BOVESPA:E2XE34; DB:EX9; LSE:0IJO,Health Care,"Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals, Biotechnology and Life Sciences (Primary); Oncology Drugs; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals",United States,0000939767,US Dollar
"IES Holdings, Inc.",NasdaqGM:IESC,IESC,Public Company,Nasdaq Global Market (NasdaqGM),-,United States of America (Primary),11681.2,NasdaqGM:IESC; BIT:1IESC; DB:45T,Industrials,Capital Goods (Primary); Construction and Engineering (Primary); Construction and Engineering (Primary); Electrical Work (Primary); Heavy Construction (Primary); Industrial Nonbuilding Structures Construction (Primary); Industrials (Primary); Nonbuilding Structures Construction (Primary); Power and Communication Transmission Lines (Primary); Specialty Contract Work (Primary); Commercial and Professional Services; Commercial Repair Services; Commercial Services and Supplies; Diversified Support Services; Electrical Equipment; Heavy Electrical Equipment; Information Technology; Infrastructure Services; Internet Services and Infrastructure; IT Services; Power Generation Equipment; Software and Services,United States,0001048268,US Dollar
"Equitable Holdings, Inc.",NYSE:EQH,EQH,Public Company,New York Stock Exchange (NYSE),"NYSE:EQH.PRA
Company: Equitable Holdings, Inc.
(IQT644733150) - New York Stock Exchange (NYSE)

NYSE:EQH.PRC
Company: Equitable Holdings, Inc.
(IQT700409331) - New York Stock Exchange (NYSE)",United States of America (Primary),11662.5,NYSE:EQH; NYSE:EQH.PRA; NYSE:EQH.PRC; BMV:EQH *; DB:AXJ,Financials,Diversified Financial Services (Primary); Financial Services (Primary); Financial Services (Primary); Financials (Primary); Asset Management and Custody Banks; Capital Markets; Casualty; Dental Insurance Plans; Disability Insurance; Health and Medical Insurance; Insurance; Insurance; Investment Advice; Life and Health Insurance; Life Insurance; Property and Casualty Insurance,United States,0001333986,US Dollar
CACI International Inc,NYSE:CACI,CACI,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),11630.9,NYSE:CACI; BOVESPA:C2AC34; DB:CA8A,Industrials,Commercial and Professional Services (Primary); Industrials (Primary); Professional Services (Primary); Research and Consulting Services (Primary); Air Freight and Logistics; Air Freight and Logistics; Application Hosting Services; Application Service Providers (ASPs); Application Software; Architectural Services; Capital Goods; Construction and Engineering; Construction and Engineering; Construction Support Services; Consumer Discretionary; Consumer Services; Diversified Consumer Services; Education Services; Engineering and Surveying Services; Enterprise Software; Industry Specific Software; Information Technology; Information Technology (IT) Consulting; Infrastructure Services; Internet Services and Infrastructure; IT Consulting and Other Services; IT Services; Services Outsourcing; Software; Software and Services; Specialty Educational Services; System and Platform Integration; Transportation,United States,0000016058,US Dollar
Vicor Corporation,NasdaqGS:VICR,VICR,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),11615.5,NasdaqGS:VICR; BMV:VICR *; DB:VCV,Industrials,"Capital Goods (Primary); Electrical Components and Equipment (Primary); Electrical Equipment (Primary); Industrials (Primary); Electronic Components; Electronic Components; Electronic Equipment, Instruments and Components; Information Technology; Technology Hardware and Equipment",United States,0000751978,US Dollar
BorgWarner Inc.,NYSE:BWA,BWA,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),11568.3,NYSE:BWA; BIT:1BWA; BMV:BWA *; BOVESPA:B1WA34; DB:BGW; LSE:0HOU,Consumer Discretionary,"Automobile Components (Primary); Automobiles and Components (Primary); Automotive Parts and Equipment (Primary); Carburetors, Pistons, Piston Rings, and Valves (Primary); Consumer Discretionary (Primary); Engine Coolant Systems (Primary); Exhaust and Emission Controls (Primary); Ignition Components (Primary); Internal Combustion Engine Equipment (Primary); Motor Vehicles Engines and Engine Parts (Primary); Transmissions and Power Train Parts (Primary); Capital Goods; Electrical Components and Equipment; Electrical Equipment; Industrials",United States,0000908255,US Dollar
