,current_ratio,quick_ratio,cash_ratio,working_capital_to_total_assets,debt_to_equity,debt_to_assets,long_term_debt_ratio,operating_margin,net_margin,roa,roe,asset_turnover,revenue_growth_qoq,earnings_growth_qoq,cfo_to_net_income,accruals_ratio,liquidity_profile_score,solvency_profile_score,profitability_profile_score,growth_quality_profile_score,overall_financial_health_score,rel_return_5d,rel_return_10d,rel_return_21d,realized_vol_21d,realized_vol_63d,vol_ratio_21d_63d,beta_63d_to_sector,overnight_gap_1d,abs_return_shock_1d,drawdown_21d,return_zscore_21d,volume_ratio_20d,log_volume,abnormal_volume_flag,sec_sentiment_score,sec_positive_prob,sec_negative_prob,sec_neutral_prob,sec_sentiment_abs,sec_sentiment_change_prev,sec_positive_change_prev,sec_negative_change_prev,sec_chunk_count,sec_log_chunk_count,days_since_prior_event,days_since_prior_same_event_type,current_filing_fundamentals_available,fund_snapshot_is_current_event
beta_63d_to_sector,0.008891056186769521,-0.016091293077401186,-0.005412380124395687,-0.025115071738812514,-0.02467671537382998,0.0247931585367282,0.041174469685662365,0.035043551379694386,0.06153419505524756,0.0018420315862951568,-0.02351660858663429,0.005286315491838186,0.058118315974653605,0.07317872952325495,-0.027725425106481866,-0.009381979772118056,-0.01427082882386786,0.008918301946080507,0.016997603535483085,0.020766010553248636,-0.02110146621439062,-0.047284016175586994,-0.05577362342123744,-0.08314694433056888,0.30678517681565,0.3256310263965807,0.05092436345456725,1.0,-0.001141435768573988,0.0878694191793705,-0.18535149622595268,-0.04832150506611781,-0.01965967787962427,-0.019363057157450594,-0.02026086930160432,-0.11083347215424467,-0.09492362040993847,0.08766767607692104,-0.021197007072089154,0.120212410293946,-0.0005081246713644857,-0.013792004317117707,-0.00754533465906744,-0.026283956860635452,-0.03248591113450025,-0.01740904769018749,-0.018815392955803426,-0.0005566777474908857,0.00013029588548238744
overnight_gap_1d,-0.03336368754274265,0.035009141126630595,-0.00814292861664166,0.033125702891150494,-0.010825905131473563,-0.034690602628672206,0.007149610667589968,0.033264502671372,0.04259409093434597,-0.008063394376447416,-0.016589661844553096,-0.02923167414335793,0.004243972371529715,0.002647232229744636,-0.03980834299310822,0.03606069987227138,-0.004755919235030336,0.012503248868646809,-0.03373369773571409,-0.006407836476841611,-0.012261257929629591,0.39112194045709175,0.2827010003647609,0.23131737919953438,-0.015189955554912577,0.031785354764657284,-0.07535199317308698,-0.001141435768573988,1.0,0.013767233514302146,0.2664563280572707,0.6336599484118094,-0.03820310530216938,0.03692612543137162,0.003988582870480121,0.017373318915749954,0.03411059297828411,-0.002486941418328271,-0.016567841891185722,-0.013836210946493328,0.046445497924584626,0.10423106443190247,0.0013411295216873911,-0.03814549035990931,-0.03735918120060273,-0.08780979127749285,-0.02610270989166641,-0.046698575809227955,-0.046998392600962106
abs_return_shock_1d,-0.05698114637478063,0.01872858634153576,-0.0910717256362619,0.03543261561425391,-0.017602198501168544,0.030532675581349207,-0.003674172223456772,-0.011488617708004936,0.0005385674757659664,-0.023282457723663764,-0.03131022460114004,-0.04255394430872966,0.005843563034929339,-0.06049797831803786,0.04176582584307704,0.056071720960952025,-0.015134615528656995,-0.014363157323353824,-0.021889326209573696,0.0067909682027654135,-0.03866756992300901,0.020286371851566086,0.038519671461551455,-0.014598466047826414,0.28290017589960836,0.1646131461632321,0.25721358627351765,0.0878694191793705,0.013767233514302146,1.0,-0.1847590883821889,0.04319518811294612,0.6325186470308055,0.2605563222770115,0.42487522493968743,-0.02489820125433108,0.012462503939578344,0.040245748748463143,-0.040526536426392396,0.015568501993146185,0.0033520474630631346,0.036330695475112695,0.019091674934937398,-0.056034820368065334,-0.03488472209043683,-0.03290310537576417,-0.049918863175137114,-0.11079553361014809,-0.10917535269457615
drawdown_21d,0.05037089415219805,0.04179305627982312,0.0071351449357396545,-0.0037533878362427486,-0.014504003601605834,-0.0074716168833172045,-0.016663415462633925,0.07480988549435087,0.05219479510837901,-0.01443826717076585,0.05585973168203344,-0.038320447696455574,-0.012781632026070964,0.017723671336518015,-0.03692333307766288,0.00392467513035583,0.04225630942143242,-0.0015654507765677957,0.06423426501997459,0.010775247670560996,0.04258922433207114,0.5234964749850515,0.6070600113985626,0.6484677279828346,-0.45470990971976444,-0.2541539230421869,-0.3661956939200566,-0.18535149622595268,0.2664563280572707,-0.1847590883821889,1.0,0.25440731339547157,-0.0737298431312475,-0.09393063503877844,-0.02354219276349273,0.13951834162127,0.12460413035618931,-0.10509180107058591,0.014186345623206444,-0.1344328876505822,0.07619188286647628,0.07209884683564492,-0.057864240711905594,0.012106906545111424,0.01347041163666057,-0.007548769419040461,-0.07097486874620038,0.022987703492958506,0.02204764135008543
return_zscore_21d,-0.04341053961605238,0.02646685040976994,-0.043673407306343004,-0.007282965392888361,0.06540012933346294,0.0022682764833128494,0.025862720067882705,0.010306989977179364,0.01559515566955632,0.028776321795098356,0.03584539064678871,0.03520192848873377,-0.0072607917949938944,-0.04346695614360503,-0.06745687577261396,-0.016048566716868076,-0.008490913113381265,-0.0544710909352913,-0.02015739786109788,0.011940986716670104,-0.04310007069268053,0.4293175696433004,0.27994804024064857,0.16210349929365916,0.017870565389942174,0.013568107175221975,0.01546914359502273,-0.04832150506611781,0.6336599484118094,0.04319518811294612,0.25440731339547157,1.0,-0.0016437045691826636,0.016112270353559062,0.022330139029128736,0.043924595094394364,0.0517821046339043,-0.024239066176400505,-0.008231607068549742,-0.04344280490996435,0.044485897275789305,0.07202357356688271,-0.01905303297499804,-0.006472171002368571,-0.004310299783337273,0.0025288697622132604,0.01634343267604425,0.005158279344344438,0.004895804797381237
volume_ratio_20d,-0.05008303445267192,0.05522891331258582,-0.06296523151569179,-0.04226515272023197,-0.051073468340900416,0.03172076000991109,0.07195828491546513,-0.014557045111097625,-0.005816653223801641,0.025862881782037873,0.016204585915339395,0.031391672414302615,-0.038139740410170125,-0.09064678618116039,0.06587504972217831,-0.021391246380741254,-0.02842220485009293,-0.0350191161257273,0.0746420792330945,0.023527863455370782,0.003276345199827511,-0.03523447339427683,-0.05142605490926508,-0.09377564130197952,-0.09210163002607016,-0.08538500354307409,-0.022202355444003116,-0.01965967787962427,-0.03820310530216938,0.6325186470308055,-0.0737298431312475,-0.0016437045691826636,1.0,0.2901652433173645,0.7778192561561977,0.08120761702652168,0.10805995862418387,-0.03957448347004866,-0.02986150812010379,-0.0913487165650515,0.08544356082126275,0.1502396064084443,-0.01387660102327852,-0.17300803573966475,-0.15234315431533138,-0.16770537154449228,-0.24652488186219232,-0.16229366333344897,-0.15986324311507868
log_volume,-0.1324226492046725,0.15364523796091778,-0.11077453796475205,0.031026082135584828,-0.06511050368397983,0.004061050356363758,-0.09273283777714703,0.07895597778523138,0.05741866444592194,-0.0387211478495737,-0.11649854628365879,-0.06537184090265033,-0.11145583172790666,-0.009602475169209262,-0.06697565331593781,0.05232611722638307,-0.20127229251192233,-0.020482043991243686,-0.06997776032919703,-0.023186494471797058,-0.13284058843879787,0.0011889312568525315,-0.03327131887985291,-0.027169168252160775,0.07268383222760594,0.007247270620846295,0.08750858378242499,-0.019363057157450594,0.03692612543137162,0.2605563222770115,-0.09393063503877844,0.016112270353559062,0.2901652433173645,1.0,0.1898583035482927,0.01723870458101917,0.005497029038746498,-0.017799310422604856,0.017477120386774205,-0.020448640587994102,0.05248777979068721,0.0823478798804236,-0.015953240762959297,0.10014930458430805,0.12395574401380673,-0.07619653478010813,-0.10660304206540892,-0.10496207361531157,-0.10255176485997917
abnormal_volume_flag,-0.06067070447877691,0.07375491911784722,-0.049800893128907314,-0.03940331718527772,-0.01845280072360556,0.014514712791471814,0.07401724789064586,0.03673949792068469,0.06123188336430427,0.017864078805847908,0.022850168374890806,0.015021270986413938,-0.038441261094290954,-0.045997909014688296,0.022744062953113976,-0.02353250536185341,-0.04393515137060437,-0.016055539597736496,0.08757474696988092,0.03250275632678947,0.020053208689729738,-0.01693964132744496,-0.02105287919128407,-0.06546638747555425,-0.12100086221172934,-0.0842206622411479,-0.06420114500636294,-0.02026086930160432,0.003988582870480121,0.42487522493968743,-0.02354219276349273,0.022330139029128736,0.7778192561561977,0.1898583035482927,1.0,0.06052741496168585,0.10266812207091001,-0.012767397724015781,-0.05312168833681118,-0.07408204451685832,0.07322336324613218,0.1395199186275943,-0.003793772314222675,-0.16422976469874556,-0.15689330912784166,-0.12149766483136118,-0.19555733790686164,-0.10892701070310143,-0.10744584475625156
sec_sentiment_score,0.09227150939535908,-0.046041296746377657,0.016601640896299272,-0.05619725859487781,-0.042421736275729455,-0.015934740761024968,-0.07660508780518174,-0.019344102750254503,-0.02128405395216821,0.058166244975819445,0.10843628581642285,0.08877174555990215,0.025505143539368908,0.10115555315217158,0.06826095911544437,-0.08278143246543637,0.003413461574657234,0.015028127028292156,0.07519473434644829,0.06305221685017222,0.08533594640567062,0.09227915423488611,0.10501371151013225,0.06302884107684434,-0.14851148963220637,-0.15720172798251228,-0.0552066501599889,-0.11083347215424467,0.017373318915749954,-0.02489820125433108,0.13951834162127,0.043924595094394364,0.08120761702652168,0.01723870458101917,0.06052741496168585,1.0,0.7071109423681193,-0.872139286935705,0.3548428973223988,-0.9613311965388915,0.4661837830310861,0.33858805099048667,-0.4032971523626477,-0.13903414143260184,-0.1492900990377846,-0.10288289559653616,-0.07055908719615858,-0.05312291018965456,-0.052756830542047065
sec_positive_prob,0.04824999004708248,-0.03727388823085995,-0.05477720105433178,-0.09781765184527942,0.010932000560355096,0.03987061073221365,0.01932868147203022,0.015182067559638697,0.02990144453000613,0.07759669019352544,0.06716268268992119,0.09362640454369874,-0.03256277797219958,0.03941715055266107,0.052456038216471504,-0.08981919906536877,-0.07690513848925487,-0.0001780906859130669,0.07632042410247981,0.06206605513796413,0.05179957015345213,0.07384308182342307,0.065567245928699,0.026028086385530683,-0.13770698963635644,-0.07714971848303886,-0.1142757535664531,-0.09492362040993847,0.03411059297828411,0.012462503939578344,0.12460413035618931,0.0517821046339043,0.10805995862418387,0.005497029038746498,0.10266812207091001,0.7071109423681193,1.0,-0.2762191827055255,-0.40269826569571454,-0.6282505460031634,0.3175054273787701,0.45695974071505135,-0.12855840355010204,-0.1933179045233702,-0.15418106823742042,-0.12311749401585227,-0.24977099155590513,-0.056197626180955626,-0.054819696780513606
sec_negative_prob,-0.09575808467024896,0.0412696928261533,-0.06502642071023869,0.0024587484551334203,0.06312825379605526,0.04414894751184064,0.11464799738659451,0.0346853523800098,0.04695030850565466,-0.02386109804877967,-0.10137297084954308,-0.057014220598031407,-0.06046987565285184,-0.1130581883779774,-0.05772882888754699,0.04737901940501833,-0.059455972694761224,-0.01801722220051512,-0.05024254536173335,-0.04453514808559517,-0.08086213530670658,-0.0779615054252249,-0.10288623446942108,-0.07135551823212823,0.10638599919411847,0.16017021488146121,-0.005021703773775796,0.08766767607692104,-0.002486941418328271,0.040245748748463143,-0.10509180107058591,-0.024239066176400505,-0.03957448347004866,-0.017799310422604856,-0.012767397724015781,-0.872139286935705,-0.2762191827055255,1.0,-0.7644931340639619,0.8740369413750184,-0.41338342846525944,-0.14306444411583863,0.46028328725112344,0.053089750796087944,0.09250297337028406,0.06055767791844769,-0.07338835359273661,0.03544883282156629,0.03591211920237965
sec_neutral_prob,0.06186120116101812,-0.01855947287656168,0.10254991626128979,0.06724498951839576,-0.06450521597177687,-0.06784139676259174,-0.123526820211719,-0.0415263096505203,-0.06328378898006874,-0.028867149776732038,0.05026786329141813,-0.006594949938234376,0.08248967013150385,0.08471559140365159,0.02052551952256426,0.015563189530849663,0.11510368911168643,0.013613000351635061,-0.004959101967573539,0.0015809967431070827,0.04198654285431118,0.025708633991080976,0.05201487227344209,0.048680250347975934,-0.006013425760854363,-0.09799145440129292,0.08366703261456791,-0.021197007072089154,-0.016567841891185722,-0.040526536426392396,0.014186345623206444,-0.008231607068549742,-0.02986150812010379,0.017477120386774205,-0.05312168833681118,0.3548428973223988,-0.40269826569571454,-0.7644931340639619,1.0,-0.41705643442272416,0.18700943735681466,-0.16664092590348342,-0.3600109373274725,0.08715839641310491,0.026637266312291547,0.022281275887669493,0.2368098547569032,-0.000365369200561261,-0.001746357590489133
sec_sentiment_abs,-0.1001063634432565,0.06218821929830507,-0.03409965060663621,0.05422261379579736,0.040568801097995946,0.01626570218989769,0.08740055850166259,0.010215057016681956,0.015376101171787596,-0.059491114344718155,-0.11036615229180839,-0.09467107218697499,-0.035434705004261616,-0.1118479595761994,-0.08087423035985139,0.08702717033919502,-0.026478391553437054,-0.018310072230250593,-0.06538315908944478,-0.06905310502680152,-0.0911983189708084,-0.08792034343373943,-0.09431488915498333,-0.058434291012350544,0.15491143234179702,0.16630648743094417,0.049617842807464285,0.120212410293946,-0.013836210946493328,0.015568501993146185,-0.1344328876505822,-0.04344280490996435,-0.0913487165650515,-0.020448640587994102,-0.07408204451685832,-0.9613311965388915,-0.6282505460031634,0.8740369413750184,-0.41705643442272416,1.0,-0.4490612037977262,-0.28798549538980966,0.4161031307475364,0.12189667006421777,0.13409565758304165,0.10067284718564899,0.045917331404804404,0.06754714089495423,0.06726912371336387
sec_sentiment_change_prev,0.0021935435540228233,0.001444381666216961,-0.013768949595379276,-0.011015382067638805,0.05828718603799878,-0.0055900744057793255,-0.025525367274949494,0.027851673765766288,0.027235738836171013,-0.013879426927905407,-0.025930246006885448,-0.0020205498660688815,0.04007985575669074,0.0017872534449292895,0.00790770936125429,-0.018505098731858512,-0.0011609545818149602,0.004991075512953193,-0.009674159634320608,0.016067827572154112,0.009008900938702925,0.033590008825315425,0.03288447731902248,0.037669130214048316,-0.11036587692910811,-0.07397286908029933,-0.06085904470243776,-0.0005081246713644857,0.046445497924584626,0.0033520474630631346,0.07619188286647628,0.044485897275789305,0.08544356082126275,0.05248777979068721,0.07322336324613218,0.4661837830310861,0.3175054273787701,-0.41338342846525944,0.18700943735681466,-0.4490612037977262,1.0,0.6997249058774466,-0.8753690599103009,-0.07914196136077035,-0.11063015230732964,-0.16149235637738704,-0.03035223626493505,-0.10547731221028121,-0.10200713512563166
sec_positive_change_prev,-0.014245918139556665,0.02523303907977638,-0.08801474515000973,-0.03683134256344861,0.027479004483088317,-0.0025835698459427954,-0.012501642920988695,0.030092276987695375,0.03555395659092672,-0.02114383090597689,-0.0053494358431654225,-0.00979585515105866,-0.04686516559941141,-0.035414621402354046,0.009596242759764461,-0.01676531362511807,-0.056929841825977504,-0.007601294570018638,-0.02390929412493289,0.01513256945347505,-0.024956530089012587,0.01705561898189804,-0.010190961307919903,0.0007052456177481436,-0.09878280657727669,0.014729447346387056,-0.14969783204607748,-0.013792004317117707,0.10423106443190247,0.036330695475112695,0.07209884683564492,0.07202357356688271,0.1502396064084443,0.0823478798804236,0.1395199186275943,0.33858805099048667,0.45695974071505135,-0.14306444411583863,-0.16664092590348342,-0.28798549538980966,0.6997249058774466,1.0,-0.2780423030580364,-0.33047247605514757,-0.3191791393066993,-0.36118954518192786,-0.35571986110869314,-0.27189321592911153,-0.2676763162439757
sec_negative_change_prev,-0.010656876117966731,0.01164270338081877,-0.03816027494410886,-0.01110961054922213,-0.05843450263280223,0.004675690438533259,0.02705890514730282,-0.01702374717369258,-0.012784702984534425,0.004695223335845626,0.030124077308788095,-0.002815328757297616,-0.09069001645424479,-0.026638189861946417,-0.003992298913676669,0.013029551465396043,-0.033654974990123473,-0.008318925224013273,-0.008481105112683794,-0.012941375421143349,-0.029818518215975753,-0.03977835811491605,-0.05570971964004775,-0.05319768215616586,0.08849119250875134,0.11968817180140637,-0.021601911158660527,-0.00754533465906744,0.0013411295216873911,0.019091674934937398,-0.057864240711905594,-0.01905303297499804,-0.01387660102327852,-0.015953240762959297,-0.003793772314222675,-0.4032971523626477,-0.12855840355010204,0.46028328725112344,-0.3600109373274725,0.4161031307475364,-0.8753690599103009,-0.2780423030580364,1.0,-0.11775895538619988,-0.06831463067405343,-0.02877789989943939,-0.202186637132866,-0.044222396691447195,-0.04611471987678276
sec_chunk_count,0.03327950288896166,0.011676137099707174,0.10579077866821843,0.12159564018054554,0.04037244787682733,-0.009525673247345533,-0.05352722489272424,0.0022379741665480447,0.0012514781697706566,-0.073446432026636,-0.1025675951606583,-0.09284747160320683,0.08279386142660279,0.04922575514269436,0.06497698761564774,0.080163776218639,0.10088021181084435,0.045853911046839196,0.039209586414732295,-0.005999284584330619,0.06949957411128162,0.023741153425841866,0.02922242594165868,0.038913528111193973,0.040656922147023794,-0.05214798624083029,0.14181742948162995,-0.026283956860635452,-0.03814549035990931,-0.056034820368065334,0.012106906545111424,-0.006472171002368571,-0.17300803573966475,0.10014930458430805,-0.16422976469874556,-0.13903414143260184,-0.1933179045233702,0.053089750796087944,0.08715839641310491,0.12189667006421777,-0.07914196136077035,-0.33047247605514757,-0.11775895538619988,1.0,0.9616930393854218,0.6218940321158698,0.670124872187947,0.41832930154845893,0.41796317449747683
sec_log_chunk_count,0.04594155534338708,0.005566708017892129,0.07727485862661229,0.12366698185357171,0.03393963569108548,0.0025173063886052964,-0.05520188113534215,0.009537097607517937,0.007378825902851623,-0.07338133508881169,-0.11783668111970755,-0.09423276769129227,0.04988429734196592,0.03185223696485167,0.06717790598430579,0.07726900251937746,0.0899202633168926,0.0599532849971594,0.03621713394441049,-0.0011599713710601042,0.0666342914509959,0.02524933715052642,0.028458575919329963,0.03512932968394229,0.031223940045987827,-0.048416361929607694,0.12682032986110126,-0.03248591113450025,-0.03735918120060273,-0.03488472209043683,0.01347041163666057,-0.004310299783337273,-0.15234315431533138,0.12395574401380673,-0.15689330912784166,-0.1492900990377846,-0.15418106823742042,0.09250297337028406,0.026637266312291547,0.13409565758304165,-0.11063015230732964,-0.3191791393066993,-0.06831463067405343,0.9616930393854218,1.0,0.5836306686295732,0.5950517058934367,0.38957551084695213,0.3886285642235377
days_since_prior_event,0.00409023966198583,-0.006823107530451815,0.024256132830857074,0.034399995240212554,0.006692194791852211,0.028511220397792532,0.005655558832934639,-0.0012461506950755506,-0.0012831764455715447,-0.006053711795221439,0.008270251660589038,-0.006846340499496727,0.08236269651186175,0.052298126638647566,0.018739969296173213,-0.0032537916009071103,0.002498747711408856,-0.02011098917116611,0.022625841729225247,0.048929467255321275,0.0258054224427321,0.02666575892335438,0.04244029222066582,0.03310499432407133,0.04892927183187562,-0.11781410008964964,0.24847024987342498,-0.01740904769018749,-0.08780979127749285,-0.03290310537576417,-0.007548769419040461,0.0025288697622132604,-0.16770537154449228,-0.07619653478010813,-0.12149766483136118,-0.10288289559653616,-0.12311749401585227,0.06055767791844769,0.022281275887669493,0.10067284718564899,-0.16149235637738704,-0.36118954518192786,-0.02877789989943939,0.6218940321158698,0.5836306686295732,1.0,0.5311043128956859,0.5037875047752173,0.5037875047752173
days_since_prior_same_event_type,0.06086872410953233,-0.08612623422202315,0.1711662642820277,0.057326612147999945,0.013364413345698494,-0.02420966744745646,-0.026591811602151773,-0.02234830767023036,-0.03382834074659712,-0.0013338252778564606,0.013572636754871708,0.002645914019357665,0.27913617683143255,0.16269140832399848,-0.014449795884253797,0.020302873476930397,0.13380442063088838,0.06944953551461441,0.047707756491424176,0.07670012566376101,0.13841912286175326,0.01352241861310335,0.029899303444003714,0.0009352293275164397,0.1240869235990669,0.019540647910272175,0.18225800933216288,-0.018815392955803426,-0.02610270989166641,-0.049918863175137114,-0.07097486874620038,0.01634343267604425,-0.24652488186219232,-0.10660304206540892,-0.19555733790686164,-0.07055908719615858,-0.24977099155590513,-0.07338835359273661,0.2368098547569032,0.045917331404804404,-0.03035223626493505,-0.35571986110869314,-0.202186637132866,0.670124872187947,0.5950517058934367,0.5311043128956859,1.0,0.4164457092499277,0.4164457092499277
current_filing_fundamentals_available,-0.0216862812728782,0.06513204137896363,-0.10442052629974663,-0.08195900131559797,-0.012953355666330173,0.021389678931558822,0.07114579771110686,0.04856740297418184,0.0611196057745313,0.02686492879188714,0.048817762035444134,-0.0033147177521732343,-0.07147948054032295,-0.07843757690631535,-0.03191878174838475,0.03090534010283656,-0.15699209578892212,-0.021930234512062007,0.053050213841403876,0.07159156212914823,0.01195314711815839,-0.03574929570556756,0.0024341562023233714,-0.020953667165481225,-0.02835944297738925,-0.10805712680257169,0.11480803599484572,-0.0005566777474908857,-0.046698575809227955,-0.11079553361014809,0.022987703492958506,0.005158279344344438,-0.16229366333344897,-0.10496207361531157,-0.10892701070310143,-0.05312291018965456,-0.056197626180955626,0.03544883282156629,-0.000365369200561261,0.06754714089495423,-0.10547731221028121,-0.27189321592911153,-0.044222396691447195,0.41832930154845893,0.38957551084695213,0.5037875047752173,0.4164457092499277,1.0,0.9979138393884385
fund_snapshot_is_current_event,-0.0216862812728782,0.06513204137896363,-0.10442052629974663,-0.08195900131559797,-0.012953355666330173,0.021389678931558822,0.07114579771110686,0.04856740297418184,0.0611196057745313,0.02686492879188714,0.048817762035444134,-0.0033147177521732343,-0.07147948054032295,-0.07843757690631535,-0.03191878174838475,0.03090534010283656,-0.15699209578892212,-0.021930234512062007,0.053050213841403876,0.07159156212914823,0.01195314711815839,-0.03593246401127369,0.0024898472903654534,-0.020729824284032423,-0.026989945437418734,-0.1061997707972473,0.11412114144097173,0.00013029588548238744,-0.046998392600962106,-0.10917535269457615,0.02204764135008543,0.004895804797381237,-0.15986324311507868,-0.10255176485997917,-0.10744584475625156,-0.052756830542047065,-0.054819696780513606,0.03591211920237965,-0.001746357590489133,0.06726912371336387,-0.10200713512563166,-0.2676763162439757,-0.04611471987678276,0.41796317449747683,0.3886285642235377,0.5037875047752173,0.4164457092499277,0.9979138393884385,1.0
